universe_index,family,taxon
622,ASTERACEAE,Cirsium richterianum subsp. giraudiasii
623,ASTERACEAE,Cirsium tuberosum
624,ASTERACEAE,Cirsium valdespinulosum
625,ASTERACEAE,Cirsium vulgare
626,CISTACEAE,Cistus albidus
627,CISTACEAE,Cistus clusii
628,CISTACEAE,Cistus laurifolius
629,CISTACEAE,Cistus populifolius
630,CISTACEAE,Cistus salvifolius
631,CISTACEAE,Cistus salviifolius
632,RANUNCULACEAE,Clematis vitalba
633,LAMIACEAE,Clinopodium acinos
634,LAMIACEAE,Clinopodium alpinum
635,LAMIACEAE,Clinopodium vulgare
636,BRASSICACEAE,Clypeola jonthlaspi
637,BRASSICACEAE,Clypeola jonthlaspi subsp. microcarpa
638,BRASSICACEAE,Cochlearia glastifolia
639,BRASSICACEAE,Coincya monensis subsp. cheiranthos
640,COLCHICACEAE,Colchicum autumnale
641,COLCHICACEAE,Colchicum lusitanicum
642,COLCHICACEAE,Colchicum multiflorum
643,FABACEAE,Colutea arborescens
644,FABACEAE,Colutea atlantica
645,FABACEAE,Colutea brevialata
646,APIACEAE,Conium maculatum
647,APIACEAE,Conopodium arvense
648,APIACEAE,Conopodium bourgaei
649,APIACEAE,Conopodium capillifolium
650,APIACEAE,Conopodium majus subsp. marizianum
651,APIACEAE,Conopodium pyrenaeum
652,APIACEAE,Conopodium ramosum
653,APIACEAE,Conopodium subcarneum
654,BRASSICACEAE,Conringia orientalis
655,RANUNCULACEAE,Consolida pubescens
656,ASPARAGACEAE,Convallaria majalis
657,CONVOLVULACEAE,Convolvulus arvensis
658,CONVOLVULACEAE,Convolvulus cantabrica
659,CONVOLVULACEAE,Convolvulus lanuginosus
660,CONVOLVULACEAE,Convolvulus lineatus
661,PRIMULACEAE,Coris monspeliensis
662,PRIMULACEAE,Coris monspeliensis subsp. fontqueri
663,CORNACEAE,Cornus sanguinea
664,CORNACEAE,Cornus sanguinea subsp. sanguinea
665,FABACEAE,Coronilla glauca
666,FABACEAE,Coronilla minima
667,FABACEAE,Coronilla minima subsp. lotoides
668,FABACEAE,Coronilla scorpioides
669,FABACEAE,Coronilla valentina subsp. glauca
670,BRASSICACEAE,Coronopus didymus
671,BRASSICACEAE,Coronopus squamatus
672,CARYOPHYLLACEAE,Corrigiola litoralis
673,CARYOPHYLLACEAE,Corrigiola litoralis subsp. litoralis
674,CARYOPHYLLACEAE,Corrigiola telephiifolia
675,PAPAVERACEAE,Corydalis cava
676,PAPAVERACEAE,Corydalis cava subsp. cava
677,PAPAVERACEAE,Corydalis intermedia
678,BETULACEAE,Corylus avellana
679,POACEAE,Corynephorus canescens
680,POACEAE,Corynephorus divaricatus
681,POACEAE,Corynephorus fasciculatus
682,ROSACEAE,Cotoneaster horizontalis
683,ROSACEAE,Cotoneaster integerrimus
684,ROSACEAE,Cotoneaster nebrodensis
685,CRASSULACEAE,Crassula tillaea
686,ROSACEAE,Crataegus laevigata
687,ROSACEAE,Crataegus monogyna
688,ASTERACEAE,Crepis albida
689,ASTERACEAE,Crepis albida subsp. albida
690,ASTERACEAE,Crepis albida subsp. longicaulis
691,ASTERACEAE,Crepis capillaris
692,ASTERACEAE,Crepis foetida
693,ASTERACEAE,Crepis lampsanoides
694,ASTERACEAE,Crepis pulchra
695,ASTERACEAE,Crepis sancta
696,ASTERACEAE,Crepis taraxacifolia
697,ASTERACEAE,Crepis vesicaria
698,ASTERACEAE,Crepis vesicaria subsp. vesicaria
699,IRIDACEAE,Crocus nevadensis
700,IRIDACEAE,Crocus nudiflorus
701,RUBIACEAE,Crucianella angustifolia
702,RUBIACEAE,Cruciata glabra
703,RUBIACEAE,Cruciata glabra subsp. hirticaulis
704,RUBIACEAE,Cruciata laevipes
705,RUBIACEAE,Cruciata pedemontana
706,ASTERACEAE,Crupina vulgaris
707,PTERIDACEAE,Cryptogramma crispa
708,POACEAE,Ctenopsis delicatula
709,CARYOPHYLLACEAE,Cucubalus baccifer
710,CUPRESSACEAE,Cupressus arizonica
711,CONVOLVULACEAE,Cuscuta approximata
712,CONVOLVULACEAE,Cuscuta campestris
713,CONVOLVULACEAE,Cuscuta epithymum
714,CONVOLVULACEAE,Cuscuta europaea
715,CONVOLVULACEAE,Cuscuta nivea
716,PLANTAGINACEAE,Cymbalaria muralis
717,APOCYNACEAE,Cynanchum acutum
718,ASTERACEAE,Cynara cardunculus subsp. flavescens
719,POACEAE,Cynodon dactylon
720,BORAGINACEAE,Cynoglossum cheirifolium
721,BORAGINACEAE,Cynoglossum creticum
722,BORAGINACEAE,Cynoglossum dioscoridis
723,BORAGINACEAE,Cynoglossum germanicum subsp. pellucidum
724,BORAGINACEAE,Cynoglossum officinale
725,POACEAE,Cynosurus cristatus
726,POACEAE,Cynosurus echinatus
727,POACEAE,Cynosurus effusus
728,POACEAE,Cynosurus elegans
729,CYPERACEAE,Cyperus eragrostis
730,CYPERACEAE,Cyperus fuscus
731,CYPERACEAE,Cyperus longus
732,CYPERACEAE,Cyperus rotundus
733,CYSTOPTERIDACEAE,Cystopteris dickieana
734,CYSTOPTERIDACEAE,Cystopteris fragilis
735,CYSTOPTERIDACEAE,Cystopteris fragilis subsp. fragilis
736,CYSTOPTERIDACEAE,Cystopteris fragilis subsp. huteri
737,CYTINACEAE,Cytinus hypocistis
738,CYTINACEAE,Cytinus hypocistis subsp. macranthus
739,FABACEAE,Cytisus cantabricus
740,FABACEAE,Cytisus decumbens
741,FABACEAE,Cytisus oromediterraneus
742,FABACEAE,Cytisus scoparius
743,FABACEAE,Cytisus striatus
744,ERICACEAE,Daboecia cantabrica
745,POACEAE,Dactylis glomerata
746,POACEAE,Dactylis hispanica
747,ORCHIDACEAE,Dactylorhiza elata
748,ORCHIDACEAE,Dactylorhiza ericetorum
749,ORCHIDACEAE,Dactylorhiza insularis
750,ORCHIDACEAE,Dactylorhiza maculata
751,ORCHIDACEAE,Dactylorhiza markusii
752,ORCHIDACEAE,Dactylorhiza sambucina
753,ORCHIDACEAE,Dactylorhiza viridis
754,POACEAE,Danthonia decumbens
755,THYMELAEACEAE,Daphne gnidium
756,THYMELAEACEAE,Daphne laureola
757,SOLANACEAE,Datura stramonium
758,APIACEAE,Daucus carota
759,APIACEAE,Daucus durieua
760,RANUNCULACEAE,Delphinium halteratum subsp. verdunense
761,POACEAE,Deschampsia cespitosa subsp. media
762,POACEAE,Deschampsia cespitosa subsp. subtriflora
763,POACEAE,Deschampsia flexuosa
764,POACEAE,Deschampsia hispanica
765,BRASSICACEAE,Descurainia sophia
766,APIACEAE,Dethawia splendens subsp. cantabrica
767,CARYOPHYLLACEAE,Dianthus armeria
768,CARYOPHYLLACEAE,Dianthus armeria subsp. armeria
769,CARYOPHYLLACEAE,Dianthus broteri
770,CARYOPHYLLACEAE,Dianthus carthusianorum
771,CARYOPHYLLACEAE,Dianthus deltoides
772,CARYOPHYLLACEAE,Dianthus hyssopifolius
773,CARYOPHYLLACEAE,Dianthus laricifolius
774,CARYOPHYLLACEAE,Dianthus lusitanus
775,CARYOPHYLLACEAE,Dianthus pungens subsp. brachyanthus
776,CARYOPHYLLACEAE,Dianthus pungens subsp. hispanicus
777,APIACEAE,Dichoropetalum carvifolia
778,PLANTAGINACEAE,Digitalis obscura
779,PLANTAGINACEAE,Digitalis parviflora
780,PLANTAGINACEAE,Digitalis purpurea
781,PLANTAGINACEAE,Digitalis purpurea subsp. purpurea
782,POACEAE,Digitaria sanguinalis
783,ASPARAGACEAE,Dipcadi serotinum
784,BRASSICACEAE,Diplotaxis erucoides
785,BRASSICACEAE,Diplotaxis erucoides subsp. erucoides
786,BRASSICACEAE,Diplotaxis muralis
787,BRASSICACEAE,Diplotaxis viminea
788,BRASSICACEAE,Diplotaxis virgata
789,BRASSICACEAE,Diplotaxis virgata subsp. virgata
790,CAPRIFOLIACEAE,Dipsacus fullonum
791,CAPRIFOLIACEAE,Dipsacus sativus
792,ASTERACEAE,Dittrichia viscosa
793,ASTERACEAE,Doronicum carpetanum
794,ASTERACEAE,Doronicum carpetanum subsp. diazii
795,ASTERACEAE,Doronicum diazii
796,ASTERACEAE,Doronicum pardalianches
797,ASTERACEAE,Doronicum plantagineum
798,FABACEAE,Dorycnium gracile
799,FABACEAE,Dorycnium hirsutum
800,FABACEAE,Dorycnium pentaphyllum
801,FABACEAE,Dorycnium rectum
802,BRASSICACEAE,Draba aizoides
803,BRASSICACEAE,Draba aizoides subsp. aizoides
804,BRASSICACEAE,Draba dedeana
805,BRASSICACEAE,Draba muralis
806,DROSERACEAE,Drosera rotundifolia
807,DRYOPTERIDACEAE,Dryopteris affinis
808,DRYOPTERIDACEAE,Dryopteris affinis subsp. affinis
809,DRYOPTERIDACEAE,Dryopteris affinis var. borreri
810,DRYOPTERIDACEAE,Dryopteris affinis var. robusta
811,DRYOPTERIDACEAE,Dryopteris borreri
812,DRYOPTERIDACEAE,Dryopteris cambrensis
813,DRYOPTERIDACEAE,Dryopteris carthusiana
814,DRYOPTERIDACEAE,Dryopteris dilatata
815,DRYOPTERIDACEAE,Dryopteris expansa
816,DRYOPTERIDACEAE,Dryopteris filix-mas
817,DRYOPTERIDACEAE,Dryopteris mindshelkensis
818,DRYOPTERIDACEAE,Dryopteris oreades
819,DRYOPTERIDACEAE,Dryopteris submontana
820,DRYOPTERIDACEAE,Dryopteris x ambroseae
821,DRYOPTERIDACEAE,Dryopteris x mantoniae
822,CUCURBITACEAE,Ecballium elaterium
823,POACEAE,Echinaria capitata
824,POACEAE,Echinochloa crus-galli
825,ASTERACEAE,Echinops ritro
826,FABACEAE,Echinospartum horridum
827,BORAGINACEAE,Echium asperrimum
828,BORAGINACEAE,Echium asperrinum
829,BORAGINACEAE,Echium plantagineum
830,BORAGINACEAE,Echium vulgare
831,BORAGINACEAE,Echium vulgare subsp. pustulatum
832,ELAEAGNACEAE,Elaeagnus angustifolia
833,CYPERACEAE,Eleocharis palustris
834,CYPERACEAE,Eleocharis palustris subsp. walterssii
835,CYPERACEAE,Eleocharis quinqueflora
836,CYPERACEAE,Eleocharis uniglumis
837,POACEAE,Elymus caninus
838,POACEAE,Elymus hispidus
839,POACEAE,Elymus pungens
840,POACEAE,Elymus repens subsp. repens
841,POACEAE,Elytrigia campestris
842,POACEAE,Elytrigia curvifolia
843,POACEAE,Elytrigia intermedia subsp. intermedia
844,POACEAE,Elytrigia pungens subsp. pungens
845,POACEAE,Elytrigia repens subsp. repens
846,APIACEAE,Endressia castellana
847,EPHEDRACEAE,Ephedra distachya
848,EPHEDRACEAE,Ephedra fragilis
849,EPHEDRACEAE,Ephedra fragilis subsp. fragilis
850,EPHEDRACEAE,Ephedra major
851,ONAGRACEAE,Epilobium alsinifolium
852,ONAGRACEAE,Epilobium angustifolium
853,ONAGRACEAE,Epilobium collinum
854,ONAGRACEAE,Epilobium duriaei
855,ONAGRACEAE,Epilobium hirsutum
856,ONAGRACEAE,Epilobium lanceolatum
857,ONAGRACEAE,Epilobium montanum
858,ONAGRACEAE,Epilobium obscurum
859,ONAGRACEAE,Epilobium palustre
860,ONAGRACEAE,Epilobium parviflorum
861,ONAGRACEAE,Epilobium tetragonum
862,ONAGRACEAE,Epilobium tetragonum subsp. tournefortii
863,ORCHIDACEAE,Epipactis atrorubens
864,ORCHIDACEAE,Epipactis bugacensis
865,ORCHIDACEAE,Epipactis helleborine
866,ORCHIDACEAE,Epipactis hispanica
867,ORCHIDACEAE,Epipactis kleinii
868,ORCHIDACEAE,Epipactis microphylla
869,ORCHIDACEAE,Epipactis palustris
870,ORCHIDACEAE,Epipactis parviflora
871,ORCHIDACEAE,Epipactis phyllantes
872,ORCHIDACEAE,Epipactis phyllanthes
873,ORCHIDACEAE,Epipactis tremolsii
874,ORCHIDACEAE,Epipogium aphyllum
875,EQUISETACEAE,Equisetum arvense
876,EQUISETACEAE,Equisetum fluviatile
877,EQUISETACEAE,Equisetum hyemale
878,EQUISETACEAE,Equisetum palustre
879,EQUISETACEAE,Equisetum ramosissimum
880,EQUISETACEAE,Equisetum telmateia
881,EQUISETACEAE,Equisetum x litorale
882,EQUISETACEAE,Equisetum x moorei
883,POACEAE,Eragrostis barrelieri
884,POACEAE,Eragrostis minor
885,ERICACEAE,Erica arborea
886,ERICACEAE,Erica australis
887,ERICACEAE,Erica cinerea
888,ERICACEAE,Erica scoparia
889,ERICACEAE,Erica scoparia subsp. scoparia
890,ERICACEAE,Erica tetralix
891,ERICACEAE,Erica vagans
892,ASTERACEAE,Erigeron acer subsp. acer
893,ASTERACEAE,Erigeron acris
894,ASTERACEAE,Erigeron alpinus
895,ASTERACEAE,Erigeron bonariensis
896,ASTERACEAE,Erigeron canadensis
897,FABACEAE,Erinacea anthyllis
898,PLANTAGINACEAE,Erinus alpinus
899,CYPERACEAE,Eriophorum latifolium
900,GERANIACEAE,Erodium botrys
901,GERANIACEAE,Erodium carvifolium
902,GERANIACEAE,Erodium castellanum
903,GERANIACEAE,Erodium ciconium
904,GERANIACEAE,Erodium cicutarium
905,GERANIACEAE,Erodium daucoides
906,GERANIACEAE,Erodium glandulosum
907,GERANIACEAE,Erodium malacoides
908,GERANIACEAE,Erodium moschatum
909,BRASSICACEAE,Erophila verna
910,BRASSICACEAE,Eruca vesicaria
911,BRASSICACEAE,Erucastrum nasturtiifolium
912,BRASSICACEAE,Erucastrum nasturtiifolium subsp. sudrei
913,APIACEAE,Eryngium bourgatii
914,APIACEAE,Eryngium campestre
915,BRASSICACEAE,Erysimum cheiri
916,BRASSICACEAE,Erysimum gorbeanum
917,BRASSICACEAE,Erysimum incanum subsp. mairei
918,BRASSICACEAE,Erysimum incanum subsp. matritense
919,BRASSICACEAE,Erysimum mediohispanicum
920,LILIACEAE,Erythronium dens-canis
921,PAPAVERACEAE,Eschscholzia californica
922,CELASTRACEAE,Euonymus europaeus
923,ASTERACEAE,Eupatorium cannabinum
924,EUPHORBIACEAE,Euphorbia amygdaloides
925,EUPHORBIACEAE,Euphorbia angulata
926,EUPHORBIACEAE,Euphorbia characias
927,EUPHORBIACEAE,Euphorbia dulcis
928,EUPHORBIACEAE,Euphorbia esula
929,EUPHORBIACEAE,Euphorbia exigua
930,EUPHORBIACEAE,Euphorbia falcata
931,EUPHORBIACEAE,Euphorbia falcata subsp. falcata
932,EUPHORBIACEAE,Euphorbia flavicoma subsp. occidentalis
933,EUPHORBIACEAE,Euphorbia helioscopia
934,EUPHORBIACEAE,Euphorbia helioscopin subsp. helioscopioides
935,EUPHORBIACEAE,Euphorbia hirsuta
936,EUPHORBIACEAE,Euphorbia hyberna
937,EUPHORBIACEAE,Euphorbia minuta
938,EUPHORBIACEAE,Euphorbia nevadensis subsp. aragonensis
939,EUPHORBIACEAE,Euphorbia nevadensis subsp. bolosii
940,EUPHORBIACEAE,Euphorbia nicaeensis
941,EUPHORBIACEAE,Euphorbia peplus
942,EUPHORBIACEAE,Euphorbia platyphyllos
943,EUPHORBIACEAE,Euphorbia segetalis
944,EUPHORBIACEAE,Euphorbia serrata
945,EUPHORBIACEAE,Euphorbia sulcata
946,OROBANCHACEAE,Euphrasia hirtella
947,OROBANCHACEAE,Euphrasia minima
948,OROBANCHACEAE,Euphrasia officinalis subsp. rostkovina
949,OROBANCHACEAE,Euphrasia pectinata
950,OROBANCHACEAE,Euphrasia salisburgensis
951,OROBANCHACEAE,Euphrasia stricta
952,GENTIANACEAE,Exaculum pusillum
953,POLYGONACEAE,Fagopyrum esculentum
954,FAGACEAE,Fagus sylvatica
955,POLYGONACEAE,Fallopia baldschuanica
956,POLYGONACEAE,Fallopia convolvulus
957,POLYGONACEAE,Fallopia dumetorum
958,APIACEAE,Ferula communis subsp. catalaunica
959,POACEAE,Festuca altissima
960,POACEAE,Festuca ampla
961,POACEAE,Festuca arundinacea
962,POACEAE,Festuca arundinacea subsp. fenas
963,POACEAE,Festuca carpetana
964,POACEAE,Festuca durandoi subsp. livida
965,POACEAE,Festuca gautieri
966,POACEAE,Festuca gigantea
967,POACEAE,Festuca gracilior
968,POACEAE,Festuca heterophylla subsp. braun-blanquetii
969,POACEAE,Festuca hystrix
970,POACEAE,Festuca iberica
971,POACEAE,Festuca marginata subsp. andres-molinae
972,POACEAE,Festuca marginata subsp. gallica
973,POACEAE,Festuca ovina var. glauca
974,POACEAE,Festuca paniculata subsp. longiglumis
975,POACEAE,Festuca paniculata subsp. spadicea
976,POACEAE,Festuca pratensis
977,POACEAE,Festuca rivas-martinezii
978,POACEAE,Festuca rivas-martinezii subsp. rectifolia
979,POACEAE,Festuca rivularis
980,POACEAE,Festuca rubra subsp. rubra
981,POACEAE,Festuca sp.
982,RANUNCULACEAE,Ficaria verna
983,ASTERACEAE,Filaginella uliginosa
984,ASTERACEAE,Filago carpetana
985,ASTERACEAE,Filago congesta
986,ASTERACEAE,Filago lutescens
987,ASTERACEAE,Filago pygmaea
988,ASTERACEAE,Filago pyramidata
989,ROSACEAE,Filipendula ulmaria
990,ROSACEAE,Filipendula vulgaris
991,APIACEAE,Foeniculum vulgare
992,ROSACEAE,Fragaria vesca
993,ROSACEAE,Fragaria viridis
994,RHAMNACEAE,Frangula alnus
995,FRANKENIACEAE,Frankenia pulverulenta
996,OLEACEAE,Fraxinus angustifolia
997,OLEACEAE,Fraxinus excelsior
998,LILIACEAE,Fritillaria lusitanica
999,LILIACEAE,Fritillaria nervosa subsp. nervosa
1000,LILIACEAE,Fritillaria pyrenaica
1001,CISTACEAE,Fumana ericifolia
1002,CISTACEAE,Fumana ericoides
1003,CISTACEAE,Fumana procumbens
1004,CISTACEAE,Fumana thymifolia
1005,PAPAVERACEAE,Fumaria agraria
1006,PAPAVERACEAE,Fumaria capreolata
1007,PAPAVERACEAE,Fumaria densiflora
1008,PAPAVERACEAE,Fumaria muralis
1009,PAPAVERACEAE,Fumaria officinalis
1010,PAPAVERACEAE,Fumaria officinalis subsp. wirtgenii
1011,PAPAVERACEAE,Fumaria parviflora
1012,PAPAVERACEAE,Fumaria petteri subsp. calcarata
1013,PAPAVERACEAE,Fumaria reuteri
1014,PAPAVERACEAE,Fumaria vaillantii
1015,LILIACEAE,Gagea arvensis
1016,LILIACEAE,Gagea dubia
1017,LILIACEAE,Gagea foliosa
1018,LILIACEAE,Gagea fragifera
1019,LILIACEAE,Gagea lacaitae
1020,LILIACEAE,Gagea liotardii
1021,LILIACEAE,Gagea lutea
1022,LILIACEAE,Gagea nevadensis
1023,LILIACEAE,Gagea pratensis
1024,LILIACEAE,Gagea reverchonii
1025,LILIACEAE,Gagea soleirolii
1026,LILIACEAE,Gagea villosa
1027,ASTERACEAE,Galactites tomentosa
1028,ASTERACEAE,Galactites tomentosus
1029,ASTERACEAE,Galatella aragonensis
1030,ASTERACEAE,Galatella linosyris
1031,ASTERACEAE,Galatella sedifolia
1032,FABACEAE,Galega officinalis
1033,LAMIACEAE,Galeopsis angustifolia
1034,LAMIACEAE,Galeopsis angustifolia subsp. carpetana
1035,LAMIACEAE,Galeopsis ladanum
1036,LAMIACEAE,Galeopsis ladanum subsp. angustifolia
1037,LAMIACEAE,Galeopsis ladanum subsp. carpetana
1038,LAMIACEAE,Galeopsis tetrahit
1039,RUBIACEAE,Galium album subsp. album
1040,RUBIACEAE,Galium aparine
1041,RUBIACEAE,Galium aparine subsp. spurium
1042,RUBIACEAE,Galium boreale
1043,RUBIACEAE,Galium corrudifolium
1044,RUBIACEAE,Galium debile
1045,RUBIACEAE,Galium divaricatum
1046,RUBIACEAE,Galium estebanii
1047,RUBIACEAE,Galium fruticescens
1048,RUBIACEAE,Galium idubedae
1049,RUBIACEAE,Galium lucidum
1050,RUBIACEAE,Galium lucidum subsp. fruticescens
1051,RUBIACEAE,Galium minutulum
1052,RUBIACEAE,Galium mollugo
1053,RUBIACEAE,Galium murale
1054,RUBIACEAE,Galium odoratum
1055,RUBIACEAE,Galium palustre
1056,RUBIACEAE,Galium papillosum
1057,RUBIACEAE,Galium parisiense
1058,RUBIACEAE,Galium parisiense subsp. divaricatum
1059,RUBIACEAE,Galium pinetorum
1060,RUBIACEAE,Galium rotundifolium
1061,RUBIACEAE,Galium saxatile
1062,RUBIACEAE,Galium spurium
1063,RUBIACEAE,Galium tricornutum
1064,RUBIACEAE,Galium uliginosum
1065,RUBIACEAE,Galium verrucosum
1066,RUBIACEAE,Galium verticillatum
1067,RUBIACEAE,Galium verum
1068,RUBIACEAE,Galium verum subsp. verum
1069,POACEAE,Gastridium ventricosum
1070,POACEAE,Gaudinia fragilis
1071,FABACEAE,Genista anglica
1072,FABACEAE,Genista cinerea subsp. ausetana
1073,FABACEAE,Genista cinerea subsp. cinerea
1074,FABACEAE,Genista florida
1075,FABACEAE,Genista hispanica subsp. occidentalis
1076,FABACEAE,Genista micrantha
1077,FABACEAE,Genista multicaulis
1078,FABACEAE,Genista obtusiramea
1079,FABACEAE,Genista pilosa
1080,FABACEAE,Genista sagittalis
1081,FABACEAE,Genista scorpius
1082,FABACEAE,Genista tinctoria
1083,GENTIANACEAE,Gentiana angustifolia subsp. corbariensis
1084,GENTIANACEAE,Gentiana cruciata
1085,GENTIANACEAE,Gentiana lutea
1086,GENTIANACEAE,Gentiana lutea subsp. lutea
1087,GENTIANACEAE,Gentiana occidentalis
1088,GENTIANACEAE,Gentiana verna
1089,GENTIANACEAE,Gentiana verna subsp. verna
1090,GERANIACEAE,Geranium columbinum
1091,GERANIACEAE,Geranium dissectum
1092,GERANIACEAE,Geranium lucidum
1093,GERANIACEAE,Geranium molle
1094,GERANIACEAE,Geranium phaeum
1095,GERANIACEAE,Geranium purpureum
1096,GERANIACEAE,Geranium pyrenaicum
1097,GERANIACEAE,Geranium pyrenaicum subsp. lusitanicum
1098,GERANIACEAE,Geranium robertianum
1099,GERANIACEAE,Geranium rotundifolium
1100,GERANIACEAE,Geranium sanguineum
1101,GERANIACEAE,Geranium sylvaticum
1102,ROSACEAE,Geum hispidum
1103,ROSACEAE,Geum montanum
1104,ROSACEAE,Geum rivale
1105,ROSACEAE,Geum sylvaticum
1106,ROSACEAE,Geum urbanum
1107,IRIDACEAE,Gladiolus communis
1108,IRIDACEAE,Gladiolus illyricus
1109,BORAGINACEAE,Glandora prostrata
1110,PAPAVERACEAE,Glaucium corniculatum
1111,PAPAVERACEAE,Glaucium flavum
1112,LAMIACEAE,Glechoma hederacea
1113,FABACEAE,Gleditsia triacanthos
1114,PLANTAGINACEAE,Globularia alypum
1115,PLANTAGINACEAE,Globularia nudicaulis
1116,PLANTAGINACEAE,Globularia vulgaris
1117,POACEAE,Glyceria declinata
1118,POACEAE,Glyceria fluitans
1119,POACEAE,Glyceria notata
1120,FABACEAE,Glycyrrhiza glabra
1121,ASTERACEAE,Gnaphalium luteo-album
1122,POTAMOGETONACEAE,Groenlandia densa
1123,ORCHIDACEAE,Gymnadenia conopsea
1124,ORCHIDACEAE,Gymnadenia densiflora
1125,CYSTOPTERIDACEAE,Gymnocarpium dryopteris
1126,CARYOPHYLLACEAE,Gypsophila struthium subsp. hispanica
1127,POACEAE,Hainardia cylindrica
1128,CISTACEAE,Halimium umbellatum
1129,CISTACEAE,Halimium umbellatum subsp. viscosum
1130,RUTACEAE,Haplophyllum linifolium
1131,ARALIACEAE,Hedera helix
1132,ARALIACEAE,Hedera helix subsp. helix
1133,ARALIACEAE,Hedera hibernica
1134,ASTERACEAE,Hedypnois cretica
1135,ASTERACEAE,Hedypnois rhagadioloides
1136,FABACEAE,Hedysarum boveanum subsp. europaeum
1137,FABACEAE,Hedysarum confertum
1138,FABACEAE,Hedysarum spinosissimum
1139,CISTACEAE,Helianthemum aegyptiacum
1140,CISTACEAE,Helianthemum apenninum
1141,CISTACEAE,Helianthemum apenninum subsp. stoechadifolium
1142,CISTACEAE,Helianthemum cinereum subsp. rotundifolium
1143,CISTACEAE,Helianthemum hirtum
1144,CISTACEAE,Helianthemum ledifolium
1145,CISTACEAE,Helianthemum nummularium
1146,CISTACEAE,Helianthemum oelandicum subsp. incanum
1147,CISTACEAE,Helianthemum salicifolium
1148,CISTACEAE,Helianthemum squamatum
1149,CISTACEAE,Helianthemum syriacum
1150,CISTACEAE,Helianthemum violaceum
1151,ASTERACEAE,Helichrysum serotinum
1152,ASTERACEAE,Helichrysum stoechas
1153,POACEAE,Helictochloa bromoides
1154,POACEAE,Helictochloa marginata
1155,POACEAE,Helictochloa pratensis subsp. iberica
1156,POACEAE,Helictotrichon cantabricum
1157,BORAGINACEAE,Heliotropium europaeum
1158,RANUNCULACEAE,Helleborus foetidus
1159,RANUNCULACEAE,Helleborus viridis subsp. occidentalis
1160,ASTERACEAE,Helminthotheca echioides
1161,APIACEAE,Helosciadium nodiflorum
1162,RANUNCULACEAE,Hepatica nobilis
1163,APIACEAE,Heracleum sphondylium
1164,CARYOPHYLLACEAE,Herniaria cinerea
1165,CARYOPHYLLACEAE,Herniaria fruticosa
1166,CARYOPHYLLACEAE,Herniaria fruticosa var. fruticosa
1167,CARYOPHYLLACEAE,Herniaria glabra
1168,CARYOPHYLLACEAE,Herniaria glabra var. glabra
1169,CARYOPHYLLACEAE,Herniaria hirsuta
1170,CARYOPHYLLACEAE,Herniaria hirsuta subsp. hirsuta
1171,CARYOPHYLLACEAE,Herniaria latifolia
1172,CARYOPHYLLACEAE,Herniaria scabrida
1173,CARYOPHYLLACEAE,Herniaria scabrida var. scabrida
1174,BRASSICACEAE,Hesperis matronalis
1175,ASTERACEAE,Hieracium amplexicaule
1176,ASTERACEAE,Hieracium aragonense
1177,ASTERACEAE,Hieracium argillaceum
1178,ASTERACEAE,Hieracium arnedianum
1179,ASTERACEAE,Hieracium bifurcum
1180,ASTERACEAE,Hieracium bombycinum
1181,ASTERACEAE,Hieracium bourgaei
1182,ASTERACEAE,Hieracium castellanum
1183,ASTERACEAE,Hieracium compositum
1184,ASTERACEAE,Hieracium diaphanoides
1185,ASTERACEAE,Hieracium elisaeanum
1186,ASTERACEAE,Hieracium flagellare
1187,ASTERACEAE,Hieracium glaucinum
1188,ASTERACEAE,Hieracium hirsutum
1189,ASTERACEAE,Hieracium hypochoeroides
1190,ASTERACEAE,Hieracium jurassicum
1191,ASTERACEAE,Hieracium lachenalii
1192,ASTERACEAE,Hieracium laevigatum
1193,ASTERACEAE,Hieracium latemixtum
1194,ASTERACEAE,Hieracium maculatum
1195,ASTERACEAE,Hieracium mixtum
1196,ASTERACEAE,Hieracium montserratii
1197,ASTERACEAE,Hieracium murorum
1198,ASTERACEAE,Hieracium niveum
1199,ASTERACEAE,Hieracium nobile
1200,ASTERACEAE,Hieracium pilosella
1201,ASTERACEAE,Hieracium planchonianum
1202,ASTERACEAE,Hieracium praecox
1203,ASTERACEAE,Hieracium pulmorioides
1204,ASTERACEAE,Hieracium ramondii
1205,ASTERACEAE,Hieracium recensitum
1206,ASTERACEAE,Hieracium rioxanum
1207,ASTERACEAE,Hieracium sabaudum
1208,ASTERACEAE,Hieracium saxifragum
1209,ASTERACEAE,Hieracium schmidtii
1210,ASTERACEAE,Hieracium spathulatum
1211,ASTERACEAE,Hieracium umbrosum
1212,ASTERACEAE,Hieracium urbionicum
1213,ASTERACEAE,Hieracium vahlii
1214,ASTERACEAE,Hieracium valentinum
1215,ASTERACEAE,Hieracium viride
1216,ASTERACEAE,Hieracium vogesiacum
1217,ASTERACEAE,Hieracium willkommii
1218,ORCHIDACEAE,Himantoglossum hircinum
1219,FABACEAE,Hippocrepis biflora
1220,FABACEAE,Hippocrepis ciliata
1221,FABACEAE,Hippocrepis commutata
1222,FABACEAE,Hippocrepis comosa
1223,FABACEAE,Hippocrepis scabra
1224,PLANTAGINACEAE,Hippuris vulgaris
1225,BRASSICACEAE,Hirschfeldia incana
1226,POACEAE,Holcus lanatus
1227,POACEAE,Holcus mollis
1228,CARYOPHYLLACEAE,Holosteum umbellatum
