universe_index,family,taxon
722,FABACEAE,Vicia disperma
723,FABACEAE,Vicia hirsuta
724,FABACEAE,Vicia hybrida
725,FABACEAE,Vicia lutea
726,FABACEAE,Vicia narbonensis
727,FABACEAE,Vicia onobrychioides
728,FABACEAE,Vicia parviflora
729,FABACEAE,Vicia peregrina
730,FABACEAE,Vicia sativa
731,FABACEAE,Vicia sepium
732,FABACEAE,Vicia tetrasperma
733,FABACEAE,Vicia villosa
734,GENTIANACEAE,Blackstonia perfoliata
735,GENTIANACEAE,Centaurium erythraea
736,GENTIANACEAE,Centaurium maritimum
737,GENTIANACEAE,Centaurium pulchellum
738,GENTIANACEAE,Gentiana alpina
739,GENTIANACEAE,Gentiana acaulis
740,GENTIANACEAE,Gentiana verna
741,GENTIANACEAE,Gentianella ciliata
742,GENTIANACEAE,Gentianopsis ciliata
743,GERANIACEAE,Erodium cicutarium
744,GERANIACEAE,Erodium malacoides
745,GERANIACEAE,Erodium moschatum
746,GERANIACEAE,Geranium columbinum
747,GERANIACEAE,Geranium dissectum
748,GERANIACEAE,Geranium lucidum
749,GERANIACEAE,Geranium molle
750,GERANIACEAE,Geranium purpureum
751,GERANIACEAE,Geranium pusillum
752,GERANIACEAE,Geranium pyrenaicum
753,GERANIACEAE,Geranium robertianum
754,GERANIACEAE,Geranium rotundifolium
755,GERANIACEAE,Geranium sanguineum
756,GERANIACEAE,Geranium sylvaticum
757,IRIDACEAE,Crocus nudiflorus
758,IRIDACEAE,Gladiolus communis
759,IRIDACEAE,Gladiolus illyricus
760,IRIDACEAE,Iris foetidissima
761,IRIDACEAE,Iris germanica
762,IRIDACEAE,Iris graminea
763,IRIDACEAE,Iris latifolia
764,IRIDACEAE,Iris pseudacorus
765,IRIDACEAE,Iris spuria
766,JUNCACEAE,Juncus articulatus
767,JUNCACEAE,Juncus bufonius
768,JUNCACEAE,Juncus capitatus
769,JUNCACEAE,Juncus compressus
770,JUNCACEAE,Juncus conglomeratus
771,JUNCACEAE,Juncus effusus
772,JUNCACEAE,Juncus inflexus
773,JUNCACEAE,Juncus maritimus
774,JUNCACEAE,Juncus pygmaeus
775,JUNCACEAE,Juncus squarrosus
776,JUNCACEAE,Juncus subnodulosus
777,JUNCACEAE,Juncus tenageia
778,JUNCACEAE,Luzula campestris
779,JUNCACEAE,Luzula forsteri
780,JUNCACEAE,Luzula lactea
781,JUNCACEAE,Luzula multiflora
782,JUNCACEAE,Luzula nivea
783,JUNCACEAE,Luzula pilosa
784,JUNCACEAE,Luzula sylvatica
785,LAMIACEAE,Acinos arvensis
786,LAMIACEAE,Acinos rotundifolius
787,LAMIACEAE,Ajuga genevensis
788,LAMIACEAE,Ajuga pyramidalis
789,LAMIACEAE,Ballota hirsuta
790,LAMIACEAE,Ballota nigra
791,LAMIACEAE,Calamintha nepeta
792,LAMIACEAE,Clinopodium acinos
793,LAMIACEAE,Clinopodium vulgare
794,LAMIACEAE,Lamium album
795,LAMIACEAE,Lamium amplexicaule
796,LAMIACEAE,Lamium hybridum
797,LAMIACEAE,Lamium maculatum
798,LAMIACEAE,Lamium purpureum
799,LAMIACEAE,Lavandula angustifolia
800,LAMIACEAE,Lavandula latifolia
801,LAMIACEAE,Lavandula stoechas
802,LAMIACEAE,Lycopus europaeus
803,LAMIACEAE,Marrubium vulgare
804,LAMIACEAE,Mentha aquatica
805,LAMIACEAE,Mentha arvensis
806,LAMIACEAE,Mentha longifolia
807,LAMIACEAE,Mentha pulegium
808,LAMIACEAE,Mentha suaveolens
809,LAMIACEAE,Origanum vulgare
810,LAMIACEAE,Prunella grandiflora
811,LAMIACEAE,Prunella laciniata
812,LAMIACEAE,Prunella vulgaris
813,LAMIACEAE,Salvia aethiopis
814,LAMIACEAE,Salvia pratensis
815,LAMIACEAE,Salvia sclarea
816,LAMIACEAE,Salvia verbenaca
817,LAMIACEAE,Satureja montana
818,LAMIACEAE,Sideritis hirsuta
819,LAMIACEAE,Sideritis hyssopifolia
820,LAMIACEAE,Stachys annua
821,LAMIACEAE,Stachys officinalis
822,LAMIACEAE,Stachys recta
823,LAMIACEAE,Teucrium botrys
824,LAMIACEAE,Teucrium chamaedrys
825,LAMIACEAE,Teucrium polium
826,LAMIACEAE,Teucrium scorodonia
827,LAMIACEAE,Thymus mastichina
828,LAMIACEAE,Thymus praecox
829,LAMIACEAE,Thymus pulegioides
830,LAMIACEAE,Thymus vulgaris
831,LAMIACEAE,Thymus zygis
832,LILIACEAE,Gagea lutea
833,LILIACEAE,Gagea villosa
834,LILIACEAE,Lilium martagon
835,LILIACEAE,Tulipa sylvestris
836,MALVACEAE,Alcea rosea
837,MALVACEAE,Malva alcea
838,MALVACEAE,Malva moschata
839,MALVACEAE,Malva neglecta
840,MALVACEAE,Malva parviflora
841,MALVACEAE,Malva sylvestris
842,ONAGRACEAE,Epilobium angustifolium
843,ONAGRACEAE,Epilobium hirsutum
844,ONAGRACEAE,Epilobium montanum
845,ONAGRACEAE,Epilobium parviflorum
846,ONAGRACEAE,Epilobium tetragonum
847,ONAGRACEAE,Oenothera biennis
848,ONAGRACEAE,Oenothera glazioviana
849,ONAGRACEAE,Oenothera rosea
850,ORCHIDACEAE,Anacamptis pyramidalis
851,ORCHIDACEAE,Cephalanthera damasonium
852,ORCHIDACEAE,Cephalanthera longifolia
853,ORCHIDACEAE,Cephalanthera rubra
854,ORCHIDACEAE,Dactylorhiza elata
855,ORCHIDACEAE,Dactylorhiza fuchsii
856,ORCHIDACEAE,Dactylorhiza maculata
857,ORCHIDACEAE,Dactylorhiza sambucina
858,ORCHIDACEAE,Epipactis atrorubens
859,ORCHIDACEAE,Epipactis helleborine
860,ORCHIDACEAE,Gymnadenia conopsea
861,ORCHIDACEAE,Himantoglossum hircinum
862,ORCHIDACEAE,Limodorum abortivum
863,ORCHIDACEAE,Neotinea maculata
864,ORCHIDACEAE,Neottia nidus-avis
865,ORCHIDACEAE,Ophrys apifera
866,ORCHIDACEAE,Ophrys insectifera
867,ORCHIDACEAE,Ophrys scolopax
868,ORCHIDACEAE,Orchis anthropophora
869,ORCHIDACEAE,Orchis mascula
870,ORCHIDACEAE,Orchis militaris
871,ORCHIDACEAE,Orchis morio
872,ORCHIDACEAE,Orchis provincialis
873,ORCHIDACEAE,Orchis purpurea
874,ORCHIDACEAE,Orchis ustulata
875,ORCHIDACEAE,Platanthera bifolia
876,ORCHIDACEAE,Platanthera chlorantha
877,PLANTAGINACEAE,Antirrhinum barrelieri
878,PLANTAGINACEAE,Antirrhinum majus subsp. majus
879,PLANTAGINACEAE,Digitalis lutea
880,PLANTAGINACEAE,Digitalis obscura
881,PLANTAGINACEAE,Digitalis purpurea
882,PLANTAGINACEAE,Linaria alpina
883,PLANTAGINACEAE,Linaria arvensis
884,PLANTAGINACEAE,Linaria cymbalaria
885,PLANTAGINACEAE,Linaria repens
886,PLANTAGINACEAE,Linaria simplex
887,PLANTAGINACEAE,Linaria supina
888,PLANTAGINACEAE,Linaria vulgaris
889,PLANTAGINACEAE,Plantago albicans
890,PLANTAGINACEAE,Plantago arenaria
891,PLANTAGINACEAE,Plantago bellardii
892,PLANTAGINACEAE,Plantago coronopus
893,PLANTAGINACEAE,Plantago lagopus
894,PLANTAGINACEAE,Plantago lanceolata
895,PLANTAGINACEAE,Plantago major
896,PLANTAGINACEAE,Plantago maritima
897,PLANTAGINACEAE,Plantago media
898,PLANTAGINACEAE,Plantago sempervirens
899,PLANTAGINACEAE,Veronica agrestis
900,PLANTAGINACEAE,Veronica anagallis-aquatica
901,PLANTAGINACEAE,Veronica arvensis
902,PLANTAGINACEAE,Veronica beccabunga
903,PLANTAGINACEAE,Veronica chamaedrys
904,PLANTAGINACEAE,Veronica hederifolia
905,PLANTAGINACEAE,Veronica officinalis
906,PLANTAGINACEAE,Veronica persica
907,PLANTAGINACEAE,Veronica polita
908,PLANTAGINACEAE,Veronica serpyllifolia
909,POACEAE,Agrostis canina
910,POACEAE,Agrostis capillaris
911,POACEAE,Agrostis gigantea
912,POACEAE,Agrostis stolonifera
913,POACEAE,Aira caryophyllea
914,POACEAE,Aira elegantissima
915,POACEAE,Alopecurus aequalis
916,POACEAE,Alopecurus geniculatus
917,POACEAE,Alopecurus myosuroides
918,POACEAE,Alopecurus pratensis
919,POACEAE,Ammophila arenaria
920,POACEAE,Anthoxanthum odoratum
921,POACEAE,Arrhenatherum elatius subsp. elatius
922,POACEAE,Briza media
923,POACEAE,Bromus erectus
924,POACEAE,Bromus hordeaceus subsp. hordeaceus
925,POACEAE,Bromus sterilis
926,POACEAE,Bromus tectorum
927,POACEAE,Catabrosa aquatica
928,POACEAE,Dactylis glomerata
929,POACEAE,Deschampsia cespitosa
930,POACEAE,Elymus caninus
931,POACEAE,Elymus repens
932,POACEAE,Festuca arundinacea subsp. arundinacea
933,POACEAE,Festuca ovina subsp. ovina
934,POACEAE,Festuca rubra subsp. rubra
935,POACEAE,Holcus lanatus
936,POACEAE,Holcus mollis
937,POACEAE,Lolium multiflorum
938,POACEAE,Lolium perenne
939,POACEAE,Lolium rigidum
940,POACEAE,Milium effusum
941,POACEAE,Nardus stricta
942,POACEAE,Phleum bertolonii
943,POACEAE,Phleum pratense
944,POACEAE,Poa annua
945,POACEAE,Poa bulbosa
946,POACEAE,Poa compressa
947,POACEAE,Poa nemoralis
948,POACEAE,Poa pratensis
949,POACEAE,Poa trivialis
950,POACEAE,Setaria pumila
951,POACEAE,Setaria verticillata
952,POACEAE,Setaria viridis
953,POACEAE,Trisetum flavescens
954,POLYGONACEAE,Fallopia convolvulus
955,POLYGONACEAE,Persicaria amphibia
956,POLYGONACEAE,Persicaria hydropiper
957,POLYGONACEAE,Persicaria lapathifolia
958,POLYGONACEAE,Persicaria maculosa
959,POLYGONACEAE,Polygonum arenastrum
960,POLYGONACEAE,Polygonum aviculare
961,POLYGONACEAE,Polygonum bellardii
962,POLYGONACEAE,Polygonum bistorta
963,POLYGONACEAE,Polygonum rurivagum
964,POLYGONACEAE,Rumex acetosa
965,POLYGONACEAE,Rumex acetosella
966,POLYGONACEAE,Rumex conglomeratus
967,POLYGONACEAE,Rumex crispus
968,POLYGONACEAE,Rumex obtusifolius
969,POLYGONACEAE,Rumex pulcher
970,POLYGONACEAE,Rumex sanguineus
971,POLYGONACEAE,Rumex scutatus
972,PRIMULACEAE,Androsace carnea
973,PRIMULACEAE,Androsace ciliata
974,PRIMULACEAE,Androsace cylindrica
975,PRIMULACEAE,Androsace laggeri
976,PRIMULACEAE,Androsace obtusifolia
977,PRIMULACEAE,Androsace pubescens
978,PRIMULACEAE,Androsace septentrionalis
979,PRIMULACEAE,Androsace vandellii
980,PRIMULACEAE,Lysimachia nemorum
981,PRIMULACEAE,Lysimachia nummularia
982,PRIMULACEAE,Lysimachia vulgaris
983,PRIMULACEAE,Primula elatior
984,PRIMULACEAE,Primula veris
985,PRIMULACEAE,Primula vulgaris
986,RANUNCULACEAE,Aconitum anthora
987,RANUNCULACEAE,Aconitum napellus
988,RANUNCULACEAE,Aconitum vulparia
989,RANUNCULACEAE,Anemone nemorosa
990,RANUNCULACEAE,Anemone pavoniana
991,RANUNCULACEAE,Clematis recta
992,RANUNCULACEAE,Clematis vitalba
993,RANUNCULACEAE,Delphinium fissum
994,RANUNCULACEAE,Helleborus foetidus
995,RANUNCULACEAE,Helleborus viridis
996,RANUNCULACEAE,Nigella damascena
997,RANUNCULACEAE,Ranunculus acris
998,RANUNCULACEAE,Ranunculus arvensis
999,RANUNCULACEAE,Ranunculus bulbosus
1000,RANUNCULACEAE,Ranunculus ficaria
1001,RANUNCULACEAE,Ranunculus flammula
1002,RANUNCULACEAE,Ranunculus gramineus
1003,RANUNCULACEAE,Ranunculus muricatus
1004,RANUNCULACEAE,Ranunculus parviflorus
1005,RANUNCULACEAE,Ranunculus repens
1006,RANUNCULACEAE,Ranunculus sardous
1007,RANUNCULACEAE,Ranunculus sceleratus
1008,RANUNCULACEAE,Ranunculus serpens
1009,RANUNCULACEAE,Thalictrum aquilegiifolium
1010,RANUNCULACEAE,Thalictrum flavum
1011,RANUNCULACEAE,Thalictrum minus
1012,ROSACEAE,Agrimonia eupatoria
1013,ROSACEAE,Agrimonia procera
1014,ROSACEAE,Alchemilla alpina
1015,ROSACEAE,Alchemilla colorata
1016,ROSACEAE,Alchemilla glabra
1017,ROSACEAE,Alchemilla mollis
1018,ROSACEAE,Alchemilla saxatilis
1019,ROSACEAE,Filipendula ulmaria
1020,ROSACEAE,Filipendula vulgaris
1021,ROSACEAE,Fragaria vesca
1022,ROSACEAE,Geum rivale
1023,ROSACEAE,Geum urbanum
1024,ROSACEAE,Potentilla alba
1025,ROSACEAE,Potentilla argentea
1026,ROSACEAE,Potentilla erecta
1027,ROSACEAE,Potentilla hirta
1028,ROSACEAE,Potentilla neumanniana
1029,ROSACEAE,Potentilla reptans
1030,ROSACEAE,Potentilla sterilis
1031,ROSACEAE,Rosa agrestis
1032,ROSACEAE,Rosa arvensis
1033,ROSACEAE,Rosa canina
1034,ROSACEAE,Rosa corymbifera
1035,ROSACEAE,Rosa deseglisei
1036,ROSACEAE,Rosa gallica
1037,ROSACEAE,Rosa micrantha
1038,ROSACEAE,Rosa pimpinellifolia
1039,ROSACEAE,Rosa rubiginosa
1040,ROSACEAE,Rosa squarrosa
1041,ROSACEAE,Rubus caesius
1042,ROSACEAE,Rubus canescens
1043,ROSACEAE,Rubus ulmifolius
1044,ROSACEAE,Sanguisorba minor
1045,ROSACEAE,Sanguisorba officinalis
1046,SCROPHULARIACEAE,Scrophularia auriculata
1047,SCROPHULARIACEAE,Scrophularia canina
1048,SCROPHULARIACEAE,Scrophularia lyrata
1049,SCROPHULARIACEAE,Scrophularia nodosa
1050,SCROPHULARIACEAE,Scrophularia scorodonia
1051,VIOLACEAE,Viola alba
1052,VIOLACEAE,Viola arvensis
1053,VIOLACEAE,Viola biflora
1054,VIOLACEAE,Viola canina
1055,VIOLACEAE,Viola hirta
1056,VIOLACEAE,Viola kitaibeliana
1057,VIOLACEAE,Viola odorata
1058,VIOLACEAE,Viola reichenbachiana
1059,VIOLACEAE,Viola riviniana
1060,VIOLACEAE,Viola rupestris
1061,VIOLACEAE,Viola saxatilis
2725,VITACEAE,Vitis vinifera subsp. sylvestris
2735,ASTERACEAE,Xanthium orientale subsp. italicum
2736,ASTERACEAE,Xanthium spinosum
2739,CISTACEAE,Xolantha tuberaria
